author	birth	death	origin
Gabriela Mistral	1889	1957	Chile/US
Geoffrey Faber	1889	1961	England
Gunnar Gunnarsson	1889	1975	Iceland
Guy Chapman	1889	1972	England
Heinrich Eduard Jacob	1889	1967	Germany/US
Helge Krog	1889	1962	Norway
Henry Lewis	1889	1968	Wales
Horace Alexander	1889	1989	England/US
Howard Spring	1889	1965	Wales/England
Hyakken Uchida	1889	1971	Japan
Ibrahim al-Mazini	1889	1949	Egypt
Jaishankar Prasad	1889	1937	India
Jean Cocteau	1889	1963	France
John Colin Campbell, 1st Viscount Davidson	1889	1970	Scotland
John R. Tunis	1889	1975	US
Kanoko Okamoto	1889	1939	Japan
Katka Zupancvicv	1889	1967	Austrian E/US
Kurt Linck	1889	1926	
Lady Dorothy Mills	1889	1959	England
Leonora Eyles	1889	1960	England
Mantar Kubota	1889	1963	Japan
Marguerite de Angeli	1889	1987	US
Martin Heidegger	1889	1976	Germany
Maurice Collis	1889	1973	Ireland
Mohammad Lutfur Rahman	1889	1936	India
Morris Ginsberg	1889	1970	England
Nellie Yu Roung Ling	1889	1973	China
Pauline Fréchette	1889	1943	Canada
Peter Anson	1889	1975	England
Philip Guedalla	1889	1944	England
Pierre Reverdy	1889	1960	France
R. G. Collingwood	1889	1943	England
Re Nuri Güntekin	1889	1956	Ottoman E/England
Rex Hunter	1889	1960	N Zealand
Sh Muramatsu	1889	1961	Japan
Stoyan Zagorchinov	1889	1969	Bulgaria
Taha Hussein	1889	1973	Egypt
Teresa de la Parra	1889	1936	Venezuela
Victor Eftimiu	1889	1972	Albania/Romania
W. N. P. Barbellion	1889	1919	England
Yumeno Ky	1889	1936	Japan
A. P. Herbert	1890	1971	England
Agatha Christie	1890	1976	England
Angela Thirkell	1890	1961	England/Australia
Anna Augusta Von Helmholtz-Phelan	1890	1964	US
August Alle	1890	1952	Russian E/Estonia
Barbara Euphan Todd	1890	1976	England
Boris Pasternak	1890	1960	Russia/USSR
Boris Pasternak	1890	1960	Russian E/USSR
Claire Goll	1890	1977	Germany/France
Claude McKay	1890	1948	Jamaica/US
Constance Wiel Schram	1890	1955	Norway
Cuthbert Dukes	1890	1977	England
Duff Cooper	1890	1954	England
Dulcie Deamer	1890	1972	N Zealand/Australia
E. M. Delafield	1890	1943	England
Emilio Lussu	1890	1975	Italy
Ernst Lothar	1890	1974	Austrian E/Austria
Evert Taube	1890	1976	Sweden
France Bevk	1890	1970	Austrian E/Yugoslavia
Franz Werfel	1890	1945	Austrian E/US
Fred Kitchen	1890	1969	England
Friedrich Griese	1890	1975	Germany
Gladys Bronwyn Stern	1890	1973	England
Guilherme de Almeida	1890	1969	Brazil
H. P. Lovecraft	1890	1937	US
Hanns Johst	1890	1978	Germany
Hans Marchwitza	1890	1965	Germany
Henriette Sauret	1890	1976	France)
Humberto Fierro	1890	1929	Ecuador
Isaac Rosenberg	1890	1918	England/France
Ivor Gurney	1890	1937	England
James Devaney	1890	1976	Australia
Jean Rhys	1890	1979	Dominica/England
Jela Spiridonovic'-Savic'	1890	1974	Serbia/Yugoslavia
Jessie Urquhart	1890	1948	Australia/England
John Rupert Firth	1890	1960	England
José Antonio Ramos Sucre	1890	1930	Venezuela
Jun Tanaka	1890	1966	Japan
Karel Cvapek	1890	1938	Austria-Hungary/Czechoslovakia
Katherine Anne Porter	1890	1980	US
Kurt Tucholsky	1890	1935	Germany
Manuel Komroff	1890	1974	US
Margaret Lowenfeld	1890	1973	England
Mário de Sá-Carneiro	1890	1916	Portugal/France
Marjory Nicholls	1890	1930	N Zealand
Marnie Bassett	1890	1980	Australia
Mary Butts	1890	1937	England
Moa Martinson	1890	1964	Sweden
Myfanwy Pryce	1890	1976	Wales
Nae Ionescu	1890	1940	Romania
Nikolai Trubetzkoy	1890	1938	Russian E/Austria
Nino Dadeshkeliani	1890	1931	Russian E/France
Oswald de Andrade	1890	1954	Brazil
Paul Hazoumé	1890	1980	Benin
Paul Hazoumé	1890	1980	Benin
Reginald Berkeley	1890	1935	England
Rhoda Power	1890	1957	England
Richmal Crompton	1890	1969	England
Rupert Gould	1890	1948	England
Sándor Hunyady	1890	1942	Hungary
Sherard Vines	1890	1974	England
Sigurd Hoel	1890	1960	Norway
Stefania Zahorska	1890	1961	Austrian E/Poland
Stevan Jakovljevic'	1890	1962	Serbia/Yugoslavia
T. Ifor Rees	1890	1977	Wales
Titsian Tabidze	1890	1937	Russian E/USSR
Tsugi Takano	1890	1943	Japan
Vaughan Wilkins	1890	1959	England
Victoria Ocampo	1890	1979	Argentina
Vilhelm Ekelund	1890	1949	Sweden
Vladimir Gac'inovic'	1890	1917	Austria-Hungary/Switzerland
Walter Hasenclever	1890	1940	Germany/France
Wilfred Rowland Childe	1890	1952	England
Zora Cross	1890	1964	Australia
Aladár Komját	1891	1937	Hungary
Alberto Savinio	1891	1952	Italy
Chaudhry Afzal Haq	1891	1942	India
D. B. Wyndham Lewis	1891	1969	England
Dmitry Furmanov	1891	1926	Russian E/USSR
Dorothy P. Lathrop	1891	1980	US
Edith McKay	1891	1963	Australia
Edward Roffe Thompson	1891	1973	England
Elliot Paul	1891	1958	US
Emrys Evans	1891	1966	Wales
Esther Forbes	1891	1967	US
Esther Kreitman	1891	1954	Russian E/England
George E. Dewar	1891	1969	N Zealand
Hendrik Adamson	1891	1946	Russian E/Estonia
Henry Miller	1891	1980	US
Hu Shih	1891	1962	China
Hyakuz Kurata	1891	1943	Japan
Ilya Erenburg	1891	1967	Russian E/USSR
Ion Pillat	1891	1945	Romania
Jane Helen Rowlands	1891	1955	Wales/India
Janez Jalen	1891	1966	Austrian E/Yugoslavia
Jessica Nelson North	1891	1988	US
Johannes R. Becher	1891	1958	Germany
John A. Lee	1891	1982	N Zealand
John Metcalfe	1891	1965	England/US
Julio Baghy	1891	1967	Hungary
Kate Roberts	1891	1985	Wales
Kazuo Hirotsu	1891	1968	Japan
Lajos Zilahy	1891	1974	Hungary/US
Lesbia Harford	1891	1927	Australia
María Olimpia de Obaldía	1891	1985	Panama
Maria Pawlikowska-Jasnorzewska	1891	1945	Poland/England
Masao Kume	1891	1952	Japan
Max Ernst	1891	1976	Germany/France
Mikhail Bulgakov	1891	1940	Russian E/USSR
Nelly Sachs	1891	1970	Germany/Sweden
Oliverio Girondo	1891	1967	Argentina
Osip Mandelstam	1891	1938	Russian E/USSR
Pär Lagerkvist	1891	1974	Sweden
Paulina Lebl-Albala	1891	1967	Serbia/US
Pedro Salinas	1891	1951	Spain/US
Phoe Kyar	1891	1942	Burma
Riccardo Bacchelli	1891	1985	Italy
Richard Euringer	1891	1953	Germany
Ruth Plumly Thompson	1891	1976	US
Sanjugo Naoki	1891	1934	Japan
Stanislav Vinaver	1891	1955	Serbia/Yugoslavia
Thomas F. Tweed	1891	1940	England
William Bolitho Ryall	1891	1930	S Africa/England
Yvan Goll	1891	1950	Germany/France
Zora Neale Hurston	1891	1960	US
Abel Wolman	1892	1989	US
Ahmed Zaki Abu Shadi	1892	1955	Egypt/US
Alf Ahlberg	1892	1979	Sweden
Alfonsina Storni	1892	1938	Argentina
Alfred Bestall	1892	1986	England
Amy Clarke	1892	1980	England
Anica Savic' Rebac	1892	1953	Serbia/Yugoslavia
Anna Caspari Agerholt	1892	1943	Norway
Archibald MacLeish	1892	1982	US
Arturo Borja	1892	1912	Ecuador
Cecil Roberts	1892	1976	England
César Vallejo	1892	1938	Peru/France
Cezar Petrescu	1892	1961	Romania
Charis Frankenburg	1892	1985	England
Charles Green Shaw	1892	1974	US
Daigaku Horiguchi	1892	1981	Japan
David Garnett	1892	1981	England/France
Denis Mackail	1892	1971	England
Djuna Barnes	1892	1982	US
E. H. Carr	1892	1982	England
Edith Södergran	1892	1923	Russian E/USSR
Edna St. Vincent Millay	1892	1950	US
Eiji Yoshikawa	1892	1962	Japan
Ernst Penzoldt	1892	1955	Germany
Esther Razanadrasoa	1892	1931	Madagascar
Galaktion Tabidze	1892	1959	Russian E/USSR
Georgiy Adamovich	1892	1972	Russian E/USSR
Gisken Wildenvey	1892	1985	Norway
Graciliano Ramos	1892	1953	Brazil
Guo Moruo	1892	1978	China
Harold Lamb	1892	1962	US
Hilda Vaughan	1892	1985	Wales/England
Irene Lisboa	1892	1958	Portugal
Ivo Andric'	1892	1975	Bosnia/Yugoslavia
J. R. R. Tolkien	1892	1973	England
James M. Cain	1892	1977	US
Juana de Ibarbourou	1892	1979	Uruguay
Kobina Sekyi	1892	1956	Gold Coast
Kobina Sekyi	1892	1956	Gold Coast/Ghana
Konstantin Paustovsky	1892	1968	Russian E/USSR
Leo Walmsley	1892	1966	England
Leon Gellert	1892	1977	Australia
Li Shicen	1892	1934	China
Lilias Rider Haggard	1892	1968	England
Lucy M. Boston	1892	1990	England
Maie Casey, Baroness Casey	1892	1983	Australia
Margery Fish	1892	1969	England
Marina Tsvetaeva	1892	1941	Russian E/USSR
Menotti Del Picchia	1892	1988	Brazil
Milan Bogdanovic'	1892	1964	Serbia/Belgrade
Milutin Bojic'	1892	1917	Serbia/Greece
Mohammad-Ali Jamalzadeh	1892	1997	Iran/Switzerland
Mona Tracy	1892	1959	N Zealand
Muriel Jaeger	1892	1969	England
Osbert Sitwell	1892	1969	England
Ozaki Kihachi	1892	1974	Japan
Ralph Chubb	1892	1960	England
Rebecca West	1892	1983	England
Reinhold Niebuhr	1892	1971	US
Richard Aldington	1892	1962	England
Robert Lawson	1892	1957	US
Ry Akutagawa	1892	1927	Japan
Stefano Bakonyi	1892	1969	Hungary/Italy
Stella Benson	1892	1933	England
Stephen W. Meader	1892	1977	US
Svtefan Krcvméry	1892	1955	Hungary/Czechoslovakia
Vita Sackville-West	1892	1962	England
Walter Benjamin	1892	1940	Germany/Spain
Werner Bergengruen	1892	1964	Russian E/Germany
Alain Gerbault	1893	1941	France/E Timor
Alfonso Cortés	1893	1969	Nicaragua
Alice Dalgliesh	1893	1979	Trinidad &amp; Tobago/US
Anthony Berkeley Cox	1893	1971	England
Carlo Emilio Gadda	1893	1973	Italy
Clark Ashton Smith	1893	1961	US
Cynthia Harnett	1893	1981	England
Donald Davidson	1893	1968	US
Dorothy Hartley	1893	1985	England
Dorothy L. Sayers	1893	1957	England
Dorothy Parker	1893	1967	US
Dorothy Whipple	1893	1966	England
E. B. C. Jones	1893	1966	England
Elisaveta Bagryana	1893	1991	Bulgaria
Emilio Oribe	1893	1975	Uruguay
Ernst Toller	1893	1939	Germany/US
Faith Baldwin	1893	1978	US
Ferenc Békássy	1893	1915	Hungary
Freda Lingstrom	1893	1989	England
Friedrich Sieburg	1893	1964	Germany
Fritz von Unruh	1893	1929	Germany
Geoffrey Dearmer	1893	1996	England
George Stuart Carter	1893	1969	England
Gerald Bullett	1893	1958	England
Gu Jiegang	1893	1980	China
Herbert Read	1893	1968	England
Hermann Ungar	1893	1929	Austrian E/Czechoslovakia
Igo Gruden	1893	1948	Austria-Hungary/Yugoslavia
Inge Krokann	1893	1962	Norway
Ion Marin Sadoveanu	1893	1964	Romania
Israel Joshua Singer	1893	1944	Poland/US
Ivor Novello	1893	1951	Wales/England
J. B. Morton	1893	1979	England
Jorge Guillén	1893	1984	Spain
José de Almada Negreiros	1893	1970	Portugal
Konstantine Gamsakhurdia	1893	1975	Russian E/USSR
Liang Shuming	1893	1988	China
Lily Newton	1893	1981	England/Wales
Lois Lenski	1893	1974	US
Margaret Cole	1893	1980	England
Mário de Andrade	1893	1945	Brazil
Martin Boyd	1893	1972	Switzerland/Italy
May Wedderburn Cannan	1893	1973	England
Milosv Crnjanski	1893	1977	Austria-Hungary/Serbia
Miroslav Krlezva	1893	1981	Austria-Hungary/Yugoslavia
Motokichi Takahashi	1893	1965	Japan
Myra Morris	1893	1966	Australia
Nan Shepherd	1893	1981	Scotland
P. H. B. Lyon	1893	1986	England
Pat Lawlor	1893	1979	N Zealand
Pérrine Moncrieff	1893	1979	N Zealand
Prezvihov Voranc	1893	1950	Austrian E/Yugoslavia
Rahul Sankrityayan	1893	1963	India
Richard Church	1893	1972	England
Saunders Lewis	1893	1985	Wales
Sergo Kldiashvili	1893	1986	Russian E/USSR
Sylvia Townsend Warner	1893	1978	England
T. C. Kingsmill Moore	1893	1979	Ireland
Vadim Shershenevich	1893	1942	Russian E/USSR
Vera Brittain	1893	1970	England
Vicente Huidobro	1893	1948	Chile
Victor Gollancz	1893	1967	England
Vincas Mykolaitis-Putinas	1893	1967	Russian E/USSR
Vladimir Mayakovsky	1893	1930	Russian E/USSR
W. E. Johns	1893	1968	England
Wilfred Owen	1893	1918	England/France
William Matthew Scott	1893	1964	England
Xiong Qinglai	1893	1969	China
Zeng Baosun	1893	1978	China
A. A. Thomson	1894	1968	England
Agnes von Krusenstjerna	1894	1940	Sweden
Ambrose Bebb	1894	1955	Wales
Aníbal Machado	1894	1964	Brazil
Aubrey de Sélincourt	1894	1962	
Bibhutibhushan Bandyopadhyay	1894	1950	India
Boris Pilnyak	1894	1938	Russian E/USSR
Bryher	1894	1983	England/Switzerland
Burhanuddin Kushkaki	1894	1953	Afghanistan
Camil Petrescu	1894	1957	Romania
Carlos Astrada	1894	1970	Argentina
Charles Duff	1894	1966	N Ireland/England
Charles Langbridge Morgan	1894	1958	England
Charles Reznikoff	1894	1976	US
Dashiell Hammett	1894	1961	US
Don Blanding	1894	1957	US
Doris Gentile	1894	1972	Australia
Dorothy Wall	1894	1942	N Zealand/Australia
Douglas Cresswell	1894	1960	N Zealand
E. C. R. Lorac	1894	1958	England
E. E. Cummings	1894	1962	US
Edogawa Ranpo	1894	1965	Japan
Edogawa Ranpo	1894	1965	Japan
Eileen Duggan	1894	1972	N Zealand
Elinor Brent-Dyer	1894	1969	England
Elisabeth Castonier	1894	1975	Germany/England
Elizabeth Denby	1894	1965	England
Eric Whelpton	1894	1981	England
Ernst Angel	1894	1986	Austria/US
Eugene Jolas	1894	1945	US
Florbela Espanca	1894	1930	Portugal
Frans G. Bengtsson	1894	1954	Sweden
Georgiy Ivanov	1894	1958	Russian E/USSR
Gib Mihauescu	1894	1935	Romania
Howard Pease	1894	1974	US
I. O. Evans	1894	1977	S Africa/England
Isaac Babel	1894	1940	Russian E/USSR
Iwao Ayusawa	1894	1972	Japan
J. B. Priestley	1894	1984	England
James Thurber	1894	1961	US
Jarosl/aw Iwaszkiewicz	1894	1980	Russian E/Poland
Jean Devanny	1894	1962	N Zealand/Australia
Jean Toomer	1894	1967	US
Joe Corrie	1894	1968	Scotland
José Carlos Mariátegui	1894	1930	Peru
Joseph Roth	1894	1939	Austrian E/France
Juan Filloy	1894	2000	Argentina
Julian Tuwim	1894	1953	Poland
Junzabur Nishiwaki	1894	1982	Japan
Katherine Milhous	1894	1977	US
Kazimierz Wierzy	1894	1969	Kingdom of Galicia and Lodomeria/Poland
Komaki	1894	1978	Japan
Ksenija Atanasijevic'	1894	1981	Serbia/Yugoslavia
Louis-Ferdinand Céline	1894	1961	France
Mara '-Malagurski	1894	1971	Austria-Hungary/Yugoslavia
Martinus Nijhoff	1894	1953	Netherlands
Masajir Kojima	1894	1994	Japan
Mikhail Zoschenko	1894	1958	Russian E/USSR
Mikkjel Fønhus	1894	1973	Norway
Momcvilo Nastasijevic'	1894	1938	Serbia/Yugoslavia
Oskar Maria Graf	1894	1967	Germany/US
Paolo Iashvili	1894	1937	Russian E/USSR
Patricia Lynch	1894	1972	Ireland
Paul Grano	1894	1975	Australia
Philip Sendak	1894	1970	Poland/US
Phyllis Bentley	1894	1977	England
S. P. Meek	1894	1972	US
Sadie Rose Weilerstein	1894	1993	US
Tama Morita	1894	1970	Japan
Tibor Déry	1894	1977	Hungary
Trygve Gulbranssen	1894	1962	Norway
Vitaly Bianki	1894	1959	Russian E/USSR
Walter Starkie	1894	1976	Ireland/Spain
William J. Blake	1894	1968	US
Ye Shengtao	1894	1988	China
Yoshiki Hayama	1894	1945	Japan
Yuri Tynyanov	1894	1943	Russian E/USSR
Zlata Kolaric'-Kisvur	1894	1990	Austria-Hungary/Yugoslavia
Albin Zollinger	1895	1941	Switzerland
Alfred Neumann	1895	1952	Germany/Switzerland
Antoni Sl/onimski	1895	1976	Poland
Babette Deutsch	1895	1982	US
Béla Zsolt	1895	1949	Hungary
C. H. B. Kitchin	1895	1967	England
Carol Ryrie Brink	1895	1981	US
Caroline Gordon	1895	1981	US
Cassiano Ricardo	1895	1974	Brazil
Charles Sorley	1895	1915	Scotland/France
Cicely Mary Barker	1895	1973	England
David Jones	1895	1974	England
Davíð Stefánsson	1895	1964	Iceland
Dobroslav Jev'	1895	1962	Austria-Hungary/Italy
Eduard Bagritsky	1895	1934	Russian E/USSR
Edward Harrington	1895	1966	Australia
Enzo Matsunaga	1895	1938	Japan
Ernst Jünger	1895	1998	Germany
Eugen Roth	1895	1976	Germany
Ezequiel Martínez Estrada	1895	1964	Argentina
Feng Youlan	1895	1990	China
Gustav von Wangenheim	1895	1975	Germany
György Csanády	1895	1952	Hungary
Haki Stërmilli	1895	1953	Ottoman E/Albania
Henry de Montherlant	1895	1972	France
Henry Williamson	1895	1977	England
Ingeborg Refling Hagen	1895	1989	Norway
It Noe	1895	1923	Japan
J. B. Danquah	1895	1965	Gold Coast/Ghana
Jean Giono	1895	1970	France
Jin Yuelin	1895	1984	China
Kolau Nadiradze	1895	1990	Russian E/USSR
Kristinn Ármannsson	1895	1966	Iceland
L. P. Hartley	1895	1972	England
László Almásy	1895	1951	Austria-Hungary/Austria
León de Greiff	1895	1976	Colombia
Léon Savary	1895	1968	Switzerland/France
Leonard Mann	1895	1981	Australia
Leslie Barringer	1895	1968	England
Ljubomir Micic'	1895	1971	Austro-Hungary/Yugoslavia
Louis Ginsberg	1895	1976	US
Lucian Blaga	1895	1961	Austria-Hungary/Romania
Maria Kuncewiczowa	1895	1989	Russian E/Poland
Max Dunn	1895	1963	Australia
Mercedes Negrón Muñoz	1895	1973	Puerto Rico
Milan Kasvanin	1895	1981	Austria-Hungary/Yugoslavia
Mitsuharu Kaneko	1895	1975	Japan
Nat Schachner	1895	1955	US
Ngaio Marsh	1895	1982	N Zealand
Noel Streatfeild	1895	1986	England
Paul Éluard	1895	1952	France
Robert Graves	1895	1985	England/Majorca
Ronald Fangen	1895	1946	Norway
Sergei Yesenin	1895	1925	Russian E/USSR
Shizu Shiraki	1895	1918	Japan
Stanisl/aw Ml/odo	1895	1959	Russian E/Poland
T Araki	1895	1977	Japan
Tetsuz Tanikawa	1895	1989	Japan
Vera Albreht	1895	1971	Austrian E/Yugoslavia
Vladimir Velmar-Jankovic'	1895	1976	Austria-Hungary/Yugoslavia
Vsevolod Ivanov	1895	1963	Russian E/USSR
William Gerhardie	1895	1977	England
Zhang Henshui	1895	1967	China
Zhou Shoujuan	1895	1968	China
A. J. Cronin	1896	1981	Scotland/Switzerland
Abraham Regelson	1896	1981	Russian E/Israel
Alfred Gissing	1896	1975	England
Alice Nahon	1896	1933	Belgium
André Breton	1896	1966	France
Andrés Eloy Blanco	1896	1955	Venezuela
Aniceti Kitereza	1896	1981	Tanzania
Antonin Artaud	1896	1948	France
Austin Clarke	1896	1974	Ireland
C. M. Eddy, Jr.	1896	1967	US
Carl Erik Soya	1896	1983	Denmark
Carl Zuckmayer	1896	1977	Germany/Switzerland
D. R. Bendre	1896	1981	India
Dodie Smith	1896	1990	England
E. C. Spykman	1896	1965	US
Edith Ditmas	1896	1986	England
Edith Gyömro''i Ludowyk	1896	1987	Hungary/England
Edmund Blunden	1896	1974	England
Elmer Diktonius	1896	1961	Finland
Eugenio Montale	1896	1981	Italy
F. Scott Fitzgerald	1896	1940	US
Fekry Abaza	1896	1979	Egypt
Friedrich Glauser	1896	1938	Switzerland
Gunnar Reiss-Andersen	1896	1964	Norway
H. F. M. Prescott	1896	1972	England
Heimito von Doderer	1896	1966	Germany
Helen von Kolnitz Hyer	1896	1983	US
Hilda Lewis	1896	1974	England
J. R. Ackerley	1896	1967	England
Jeffery Day	1896	1918	England
Jhaverchand Meghani	1896	1947	India
Joan Lindsay	1896	1984	Australia
Joanna Cannan	1896	1961	England
John Dos Passos	1896	1970	US
José María Egas	1896	1982	Ecuador
Jozef Cíger-Hronský	1896	1960	Austria-Hungary/Czechoslovakia
Juan Laurentino Ortiz	1896	1978	Argentina
Kaita Murayama	1896	1919	Japan
Karl August Wittfogel	1896	1988	Germany/US
Katharine Burdekin	1896	1963	England
Kenji Miyazawa	1896	1933	Japan
Lawrence Riley	1896	1974	US
Louis Bromfield	1896	1956	US
Louis Fischer	1896	1970	US
Manuel Rojas	1896	1973	Chile
Mao Dun	1896	1981	China
Margaret Kennedy	1896	1967	England
Marjorie Kinnan Rawlings	1896	1953	US
Monk Gibbon	1896	1987	Ireland
Nancy Cunard	1896	1965	England
Nobuko Yoshiya	1896	1973	Japan
Peter Cheyney	1896	1951	England
R. C. Sherriff	1896	1975	England
R. Palme Dutt	1896	1974	England
Raymond Postgate	1896	1971	England
Robert McAlmon	1896	1956	US
Stanisl/aw Mackiewicz	1896	1966	Russian E/Poland
Stanton A. Coblentz	1896	1982	US
Suryakant Tripathi	1896	1961	India
Theodore Stephanides	1896	1983	India/England
Walter D'Arcy Cresswell	1896	1960	N Zealand
Walter Mehring	1896	1981	Germany/Switzerland
Yoshiko Yuasa	1896	1990	Japan
Yu Dafu	1896	1945	China
Alexander Lernet-Holenia	1897	1976	Austria
Amelia Earhart	1897	1939	US
António Botto	1897	1959	Portugal/Brazil
Antoon Coolen	1897	1961	Netherlands
Armstrong Sperry	1897	1976	US
Áron Tamási	1897	1966	Hungary
Astrid Tollefsen	1897	1973	Norway
Astrid Tollefsen	1897	1973	Norway
Béla Hamvas	1897	1968	Hungary
Benjamín Carrión	1897	1979	Ecuador
Carlos Pellicer	1897	1977	Mexico
Carola Oman	1897	1978	England
Constance Savery	1897	1999	England
Denise Robins	1897	1985	England
Diego Abad de Santillán	1897	1938	Argentina
Doreen Wallace	1897	1979	England
Dorothy Day	1897	1980	US
Elizabeth Bibesco	1897	1945	England/France
Emil Boyson	1897	1979	Norway
Enid Lyons	1897	1981	Australia
Eric Knight	1897	1943	England
Flora Eldershaw	1897	1956	Australia
Georges Bataille	1897	1962	France
Golam Mostofa	1897	1964	India/E Pakistan
Gustave Roud	1897	1976	Switzerland
Helen de Guerry Simpson	1897	1940	Australia/England
Henry Channon	1897	1958	US/England
Ian Fraser, Baron Fraser of Lonsdale	1897	1974	England
Ilya Ilf	1897	1937	Russian E/USSR
Ionel Teodoreanu	1897	1954	Romania
Jacques de Kadt	1897	1988	Netherlands
James Hanley	1897	1985	England
Joë Bousquet	1897	1950	France
Jomo Kenyatta	1897	1978	Kenya
Josef Magnus Wehner	1897	1973	Germany
Joseph Auslander	1897	1965	US
Josephine Bell	1897	1987	England
Lettice Cooper	1897	1994	England
Louis Aragon	1897	1982	France
Louise Bogan	1897	1970	US
Makoto Tomioka	1897	1926	Japan
Marianne Bruns	1897	1994	Germany
Mario Briceño Iragorry	1897	1958	Venezuela
Marjorie Barnard	1897	1987	Australia
Marjorie Flack	1897	1958	US
Marta Brunet	1897	1967	Chile
Martin Gumpert	1897	1955	Germany/US
Mohammed Ben Brahim	1897	1955	Morocco
Muriel May	1897	1982	N Zealand
Naomi Mitchison	1897	1999	Scotland/England
Nirad C. Chaudhuri	1897	1999	India
Norbert Elias	1897	1990	Germany/Netherlands
Ola Viker	1897	1972	Norway
Oscar Walter Cisek	1897	1966	Romania
Paul Gallico	1897	1976	US
Péter Veres	1897	1970	Hungary
Philippe Soupault	1897	1990	France
Ram Prasad Bismil	1897	1927	
Richard Harry Graves	1897	1971	Ireland/Australia
Rodolfo Irazusta	1897	1967	Argentina
Ronald Skirth	1897	1977	England
Ruth Pitter	1897	1992	England
Sacheverell Sitwell	1897	1988	England
Sándor Barta	1897	1938	Hungary/USSR
Sándor Szathmári	1897	1974	Austria-Hungary/Hungary
Stefán Einarsson	1897	1972	Iceland
Stuart Cloete	1897	1976	France/S Africa
Su Xuelin	1897	1999	China
Tarjei Vesaas	1897	1970	Norway
Thornton Wilder	1897	1975	US
Unno Juza	1897	1949	Japan
Valentin Kataev	1897	1986	Russian E/USSR
Victor Maslin Yeates	1897	1934	England
Wilhelm Rath	1897	1973	Germany/Austria
William Faulkner	1897	1962	US
William Holt	1897	1977	England
Willy Bretscher	1897	1992	Switzerland
